Basic,Disagreement,3,6,71.04,71.82
Basic,Correlation,2,6,73.77,70.00
Basic,Q_Test,2,6,73.77,70.00
Basic,Double_Fault,2,6,72.41,71.36
Basic,Coincident_Failure,4,6,71.04,71.82
Basic,entropy,1,6,71.04,71.82
Basic,Interrater_k,1,6,73.77,70.00
Basic,Kohavi_Wolpert,0,6,71.04,71.82
Basic,Generalized,1,6,71.04,71.82
PerformanceWeighting,Disagreement,3,6,71.84,72.27
PerformanceWeighting,Correlation,2,6,74.00,70.00
PerformanceWeighting,Q_Test,2,6,74.00,70.00
PerformanceWeighting,Double_Fault,2,6,72.29,70.45
PerformanceWeighting,Coincident_Failure,4,6,71.84,72.27
PerformanceWeighting,entropy,1,6,71.84,72.27
PerformanceWeighting,Interrater_k,1,6,74.00,70.00
PerformanceWeighting,Kohavi_Wolpert,0,6,71.84,72.27
PerformanceWeighting,Generalized,1,6,71.84,72.27
